,age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
6432,62,1952,cancer,November,2014,actress,Carol Ann Susi,American,10.0
6433,85,1929,Alzheimer's disease,November,2014,politician member of the U.S. House from New Jersey's 7th and 5th districts,Marge Roukema,American,4.0
6434,19,1995,shot,November,2014,beauty pageant winner SeÌ±orita Honduras,MarÌ_a JosÌ© Alvarado,Honduran,10.0
6435,76,1938,cancer,November,2014,saxophonist,Mike Burney,English,6.0
6436,92,1922,Alzheimer's disease,November,2014,baseball player,Alvin Dark,American,9.0
6437,35,1979,ovarian and colon cancer,November,2014,reality show personality,Diem Brown,American,24.0
6438,85,1929,heart attack,November,2014,cardiologist and politician Minister of Health,Adib Jatene,Brazilian,2.0
6439,77,1937,esophageal cancer,November,2014,writer and producer,Glen A. Larson,American,9.0
6440,63,1951,heart attack,November,2014,footballer,Peter Rajah,Malaysian,3.0
6441,44,1970,pancreatic cancer,November,2014,actor,HÌ©ctor Arredondo,Mexican,5.0
6442,25,1989,suicide,November,2014,wrestler Asian Games champion,Babak Ghorbani,Iranian,2.0
6443,27,1987,shot,November,2014,football player and coach,Juan Joseph,American,13.0
6444,82,1932,cancer,November,2014,Zealand journalist and newspaper editor,Binney Lock,New,6.0
6445,89,1925,complications from a fall,November,2014,politician Governor of Georgia,Carl Sanders,American,10.0
6446,86,1928,cancer,November,2014,politician member of the U.S. House from Minnesota's 3rd district,Bill Frenzel,American,13.0
6447,73,1941,blood cancer,November,2014,baseball player,Ray Sadecki,American,2.0
6448,65,1949,pancreatic cancer,November,2014,politician MP for Oaxaca,Lino Celaya,Mexican,3.0
6449,85,1929,cardiovascular disease,November,2014,politician member of the Virginia House of Delegates,Joseph B. Benedetti,American,2.0
6450,82,1932,heart attack,November,2014,Olympic racing cyclist,RamÌ_n Hoyos,Colombian,2.0
6451,55,1959,cardiac arrest,November,2014,politician Senator for Homa Bay,Otieno Kajwang,Kenyan,2.0
6452,64,1950,stomach cancer,November,2014,footballer,Gholam Hossein Mazloumi,Iranian,3.0
6453,83,1931,cardiac arrest,November,2014,American director,Mike Nichols,German-born,65.0
6454,79,1935,lung failure,November,2014,politician Minister of Justice,MÌÁrcio Thomaz Bastos,Brazilian,1.0
6455,82,1932,pneumonia,November,2014,journalist,Richard Eder,American,4.0
6456,49,1965,fall,November,2014,football player,Larry Kelm,American,1.0
6457,94,1920,stroke,November,2014,politician Mayor of Apopka Florida,John H. Land,American,7.0
6458,78,1936,cardiac arrest,November,2014,politician Mayor of the District of Columbia,Marion Barry,American,148.0
6459,80,1934,mantle cell lymphoma,November,2014,radio personality,Bob Conners,American,8.0
6460,66,1948,heart attack,November,2014,rugby union player,Mark Keyworth,English,1.0
6461,53,1961,pancreatic cancer,November,2014,politician Mayor of Durango Durango,Jorge Herrera Delgado,Mexican,3.0
6462,89,1925,stroke,November,2014,actress,Emy Storm,Swedish,2.0
6463,60,1954,cancer,November,2014,politician MP for the State of Mexico,Israel Ledesma MagaÌ±a,Mexican,2.0
6464,85,1929,heart failure,November,2014,playwright actor and screenwriter,Chespirito,Mexican,38.0
6465,81,1933,liver cancer,November,2014,actor,Bunta Sugawara,Japanese,8.0
6466,68,1946,renal cancer,November,2014,politician member of the Iowa House of Representatives,Dwayne Alons,American,23.0
6467,52,1962,organ failure,November,2014,musician,Luc De Vos,Belgian,15.0
6468,80,1934,liposarcoma,November,2014,American poet and writer United States Poet Laureate,Mark Strand,Canadian-born,14.0
6469,74,1940,complications from surgery,November,2014,college football coach,Pete Rodriguez,American,5.0
6470,4,2010,euthanized after race injury,November,2014,Thoroughbred racehorse Irish Derby winner,Trading Leather,Irish,7.0
6471,70,1944,traffic collision,December,2014,politician Mayor of Esquipulas,Roberto Sagastume Pinto,Guatemalan,1.0
6472,70,1944,cirrhosis,December,2014,saxophonist,Bobby Keys,American,9.0
6473,84,1930,Mayor of Hackney,December,2014,politician,John Kotz,British,2.0
6474,54,1960,heart attack,December,2014,Rican music producer and television personality,Carlos Mamery,Puerto,3.0
6475,73,1941,kidney cancer,December,2014,politician Mayor of Fargo North Dakota,Dennis Walaker,American,7.0
6476,85,1929,heart failure,December,2014,Rican-born American politician member of the U.S. House from New York's 22nd,Herman Badillo,Puerto,15.0
6477,69,1945,stroke,December,2014,keyboardist,Ian McLagan,English,12.0
6478,78,1936,lymphoma,December,2014,football player,Jim Swink,American,1.0
6479,56,1958,breast cancer,December,2014,politician MLA for Altona,Lynne Kosky,Australian,23.0
6480,77,1937,Parkinson's disease,December,2014,songwriter,Bob Montgomery,American,4.0
6481,85,1929,Parkinson's disease,December,2014,politician Leader of the Liberal Party,Jeremy Thorpe,British,221.0
6482,52,1962,traffic collision,December,2014,professional wrestler,Jimmy Del Ray,American,16.0
6483,39,1975,shot,December,2014,Arabian-born external operations chief,Adnan Gulshair el Shukrijumah,Saudi,33.0
6484,60,1954,hit by train,December,2014,politician Minister of State,Abdellah Baha,Moroccan,5.0
6485,57,1957,heart attack,December,2014,musician,Brian Roy Goble,Canadian,3.0
6486,73,1941,cancer,December,2014,healthcare advocate and registered nurse First Lady of Montana,Carol Judge,American,4.0
6487,60,1954,liver failure,December,2014,character actor,Eddie Rouse,American,1.0
6488,59,1955,heart attack,December,2014,actor,Ken Weatherwax,American,5.0
6489,63,1951,cancer,December,2014,politician Mayor of London Ontario,Tom Gosnell,Canadian,5.0
6490,87,1927,complications from a fall,December,2014,baseball player,Buddy Hicks,American,3.0
6491,48,1966,shot,December,2014,lawyer and politician member of the Washington House of Representatives,Brian Sullivan,American,6.0
6492,73,1941,pancreatic cancer,December,2014,football player,Dave Behrman,American,2.0
6493,50,1964,suicide by gunshot,December,2014,politician MP,Ion Butmalai,Moldovan,1.0
6494,77,1937,breast cancer,December,2014,actress,Mary Ann Mobley,American,23.0
6495,87,1927,lung cancer,December,2014,politician Mayor of Saskatoon,Clifford Wright,Canadian,7.0
6496,50,1964,injuries sustained in a traffic collision,December,2014,politician MP for Guanajuato,RaÌ¼l GÌ_mez RamÌ_rez,Mexican,3.0
6497,83,1931,Parkinson's disease,December,2014,diplomat Ambassador to Zaire,Robert B. Oakley,American,4.0
6498,70,1944,complications related to a stroke,December,2014,politician Illinois Treasurer,Judy Baar Topinka,American,4.0
6499,76,1938,cancer,December,2014,actor,Tom Adams,English,12.0
6500,87,1927,pancreatitis,December,2014,politician Mayor of Phoenix Arizona,John D. Driggs,American,2.0
6501,58,1956,heart attack,December,2014,photojournalist,Michel duCille,American,7.0
6502,86,1928,cancer,December,2014,politician member of the Idaho House of Representatives,Mel Richardson,American,2.0
6503,53,1961,lung cancer,December,2014,country musician,Dawn Sears,American,10.0
6504,70,1944,chronic obstructive pulmonary disease,December,2014,animator film director and screenwriter,Robert Taylor,American,4.0
6505,82,1932,heart attack,December,2014,television news anchor,Bill Bonds,American,3.0
6506,80,1934,Alzheimer's disease and cancer,December,2014,football player,Fred Thurston,American,12.0
6507,73,1941,cancer,December,2014,journalist politician and diplomat Governor of San Luis PotosÌ_,Fausto Zapata,Mexican,2.0
6508,65,1949,pneumonia,December,2014,politician member of the New Mexico House of Representatives,Phillip Archuleta,American,6.0
6509,73,1941,lung cancer,December,2014,band manager,Rock Scully,American,10.0
6510,51,1963,drowned,December,2014,cinematographer,Chan Kwok-Hung,Chinese,2.0
6511,87,1927,Bishop of St,December,2014,American Maronite Catholic hierarch,Stephen Youssef Doueihi,Lebanese-born,2.0
6512,63,1951,heart attack,December,2014,educator President of Marshall University,Stephen J. Kopp,American,4.0
6513,87,1927,Parkinson's disease,December,2014,politician member of the Alabama House of Representatives,Bill J. Dukes,American,3.0
6514,91,1923,pneumonia,December,2014,actor,Ingvar Kjellson,Swedish,3.0
6515,78,1936,cancer,December,2014,actress,Virna Lisi,Italian,4.0
6516,77,1937,heart attack,December,2014,media executive,S. Balasubramanian,Indian,36.0
6517,75,1939,lung cancer,December,2014,Canadian football player,Dick Thornton,American-born,5.0
6518,86,1928,kidney cancer,December,2014,rugby league player,Joe Anderson,British,10.0
6519,23,1991,traffic collision,December,2014,footballer,Seriki Audu,Nigerian,2.0
6520,91,1923,complications of glioblastoma,December,2014,television director,Larry Auerbach,American,8.0
6521,90,1924,Trustee Emeritus of the Lowell Observatory,December,2014,broadcasting executive,William Lowell Putnam III,American,9.0
6522,55,1959,heart attack,December,2014,actor,Alberto Valdiri,Colombian,1.0
6523,64,1950,throat cancer,December,2014,lacrosse coach,Chris Hall,Canadian,1.0
6524,15,1999,euthanised,December,2014,Thoroughbred racehorse Epsom Derby winner,High Chaparral,Irish,19.0
6525,80,1934,winner of the Eurovision Song Contest 1966,December,2014,composer and singer,Udo JÌ_rgens,Austrian,12.0
6526,70,1944,lung cancer,December,2014,singer,Joe Cocker,British,56.0
6527,67,1947,cancer,December,2014,footballer,Moses Otolorin,Nigerian,2.0
6528,89,1925,heart disease,December,2014,film director,Joseph Sargent,American,6.0
6529,67,1947,heart attack,December,2014,professional boxing trainer,Fritz Sdunek,German,2.0
6530,77,1937,bladder cancer,December,2014,television executive,Brandon Stoddard,American,9.0
6531,87,1927,complications from a fall,December,2014,politician Chicago Alderman,Bernard Stone,American,83.0
6532,68,1946,cancer,December,2014,comedian and actor,Mike Elliott,British,7.0
6533,84,1930,pneumonia,December,2014,screenwriter,Jeremy Lloyd,British,7.0
6534,58,1956,avalanche,December,2014,financier,Craig Schiffer,American,11.0
6535,87,1927,Alzheimer's disease,December,2014,football player and coach,RubÌ©n AmorÌ_n,Uruguayan,5.0
6536,88,1926,member of the U,December,2014,politician,Herbert Harris,American,1.0
6537,61,1953,prostate cancer,December,2014,film director,Krzysztof Krauze,Polish,4.0
6538,84,1930,heart attack,December,2014,army officer Chief of the Defence Staff,Ramsey Muir Withers,Canadian,5.0
6539,58,1956,cancer,December,2014,Zealand film location scout,Dave Comer,New,3.0
6540,69,1945,lung cancer,December,2014,politician MP for Valdivia,Roberto Delmastro,Chilean,1.0
6541,87,1927,complications from a stroke,December,2014,politician Governor of South Carolina,James B. Edwards,American,7.0
6542,85,1929,cancer,December,2014,stockbroker Chairman of the Hong Kong Stock Exchange,Ronald Li,Chinese,5.0
6543,89,1925,complications of fall,December,2014,choreographer,Elaine Summers,American,4.0
6544,48,1966,traffic collision,December,2014,football player,Chris Dyko,American,2.0
6545,66,1948,Alzheimer's disease,December,2014,footballer,Samuel Sentini,Honduran,5.0
6546,66,1948,cancer,December,2014,politician Mayor of Warrenton Virginia,George B. Fitch,American,6.0
6547,35,1979,heart failure,December,2014,footballer,Igor Kiselyov,Russian,3.0
6548,104,1910,pneumonia,December,2014,American actress,Luise Rainer,German-born,56.0
6549,71,1943,brain cancer,December,2014,actor,Edward Herrmann,American,42.0
6550,62,1952,carbon monoxide poisoning,December,2014,footballer,Luis OruezÌÁbal,Argentine,2.0
6551,82,1933,heart failure,January,2015,politician Governor of New York,Mario Cuomo,American,53.0
6552,82,1933,pancreatic cancer,January,2015,actress,Donna Douglas,American,23.0
6553,93,1922,heart attack,January,2015,Mexican actress,NinÌ_n Sevilla,Cuban-born,2.0
6554,94,1921,cardiac arrest,January,2015,country music singer,Little Jimmy Dickens,American,15.0
6555,63,1952,diabetes,January,2015,Kong dubbing artist,Lam Pou-chuen,Hong,3.0
6556,95,1920,member of the U,January,2015,politician,Edward Brooke,American,38.0
6557,54,1961,Hodgkin's lymphoma,January,2015,football player,Bryan Caldwell,American,4.0
6558,78,1937,heart attack,January,2015,Roman Catholic prelate Archbishop of Dhaka,Paulinus Costa,Bangladeshi,4.0
6559,65,1950,cancer,January,2015,actor,Roger Kitter,British,5.0
6560,20,1995,shot,January,2015,footballer,Gasan Magomedov,Russian,3.0
6561,90,1925,complications from a stroke,January,2015,baseball executive,Hank Peters,American,7.0
6562,49,1966,appendix cancer,January,2015,sports journalist,Stuart Scott,American,65.0
6563,72,1943,cancer,January,2015,film producer,Bernard Williams,British,2.0
6564,53,1962,heart attack,January,2015,ice hockey player,Jim Burton,Canadian,3.0
6565,65,1950,drowned,January,2015,politician Minister of National Security,Martin Joseph,Trinidadian,2.0
6566,81,1934,heart disease,January,2015,judge Chief Justice,Mustafa Kamal,Bangladeshi,15.0
6567,78,1937,complications from a stroke,January,2015,author,Joan Peters,American,10.0
6568,84,1931,heart attack,January,2015,actor,Rod Taylor,Australian,9.0
6569,75,1940,cancer,January,2015,singer,Curtis Lee,American,4.0
6570,88,1927,heart failure,January,2015,film producer,Samuel Goldwyn Jr.,American,3.0
6571,85,1930,stroke,January,2015,diplomat Ambassador to Mauritius,Robert V. Keeley,American,4.0
6572,77,1938,lung cancer,January,2015,actress,Sarah Kemp,Australian,3.0
6573,68,1947,cancer,January,2015,politician Prime Minister,JÌ_zef Oleksy,Polish,4.0
6574,20,1995,traffic collision,January,2015,footballer,Junior Malanda,Belgian,30.0
6575,80,1935,Parkinson's disease,January,2015,politician Mayor of Annapolis Maryland,Roger Moyer,American,7.0
6576,57,1958,cancer,January,2015,comedian and actor,Taylor Negron,American,15.0
6577,77,1938,chronic obstructive pulmonary disease,January,2015,novelist,Robert Stone,American,33.0
6578,67,1948,cancer,January,2015,footballer,Roger Wosahlo,English,9.0
6579,89,1926,last living member of the Golden Team,January,2015,footballer,JenÔ BuzÌÁnszky,Hungarian,2.0
6580,24,1991,euthanised following paddock accident,January,2015,Zealand Thoroughbred racehorse Melbourne Cup winner,Doriemus,New,7.0
6581,80,1935,Olympic silver,January,2015,fencer,Ryszard Zub,Polish,3.0
6582,73,1942,colon cancer,January,2015,African general Head of State of Venda,Gabriel Ramushwana,South,3.0
6583,89,1926,cardiac arrest,January,2015,television director and producer,H. Wesley Kenney,American,3.0
6584,95,1920,bladder cancer,January,2015,songwriter,Ervin Drake,American,5.0
6585,75,1940,bladder cancer,January,2015,record producer band manager,Kim Fowley,American,25.0
6586,114,1901,last living Briton born during reign of Queen Victoria,January,2015,supercentenarian nation's oldest person,Ethel Lang,British,9.0
6587,85,1930,ischemic heart failure,January,2015,voice actor,Chikao Ohtsuka,Japanese,3.0
6588,71,1944,survivor of the Jamaat al Muslimeen coup attempt,January,2015,journalist playwright and screenwriter,Raoul Pantin,Trinidadian,3.0
6589,59,1956,traffic collision,January,2015,Roman Catholic prelate Bishop of Mzuzu,Joseph Mukasa Zuza,Malawian,2.0
6590,82,1933,lung cancer,January,2015,journalist and media executive,Stuart Loory,American,1.0
6591,78,1937,Olympic silver,January,2015,British weightlifter,Louis Martin,Jamaican-born,3.0
